Trade #,Challenge #,Challenge Step,Symbol,Direction,Confluence Score,Entry Date,Entry Price,Stop Loss Price,TP1 Price,TP2 Price,TP3 Price,TP4 Price,TP5 Price,Exit Date,Exit Price,TP1 Hit?,TP2 Hit?,TP3 Hit?,TP4 Hit?,TP5 Hit?,SL Hit?,Final Exit Reason,R Multiple,Profit/Loss USD,Result,Risk Pips,Holding Time (hours),Price Data Validated?,Validation Notes,Lot Size
13,1,1,USD_JPY,bullish,8/7,2024-01-04 22:00:00,145.139574,140.20885101736448,148.09800778958132,151.05644157916265,155.00101996527107,157.46638145658883,162.39710443922436,2024-03-20 21:00:00,150.33114036159367,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.05R,$+842.32,WIN,493.1,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.24
14,1,1,AUD_USD,bullish,6/7,2024-01-04 22:00:00,0.6658415599999999,0.6510997390449396,0.6746866525730362,0.6835317451460724,0.6953252019101207,0.702696112387651,0.7174379333427112,2024-01-31 22:00:00,0.6507497390449396,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,147.4,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.54
15,1,1,EUR_GBP,bullish,6/7,2024-01-04 22:00:00,0.86091054,0.8548397529043437,0.8645530122573938,0.8681954845147876,0.8730521141913127,0.8760875077391408,0.8821582948347972,2024-01-22 22:00:00,0.8544897529043437,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,60.7,0.0,NO,Entry price validated against OANDA candle; Exit price 0.8544897529043437 outside candle range [0.85468-0.85655],1.32
16,1,1,GBP_NZD,bullish,7/7,2024-01-04 22:00:00,2.04042942,1.9989570595472124,2.065312836271673,2.0901962525433455,2.1233741409055757,2.1441103211319694,2.1855826815847577,2024-01-22 22:00:00,2.0840401220799554,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.05R,$+841.25,WIN,414.7,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.19
17,1,1,NZD_CAD,bullish,5/7,2024-01-04 22:00:00,0.82872252,0.8209513185727525,0.8333852408563486,0.838047961712697,0.8442649228544951,0.8481505235681188,0.8559217249953663,2024-01-14 22:00:00,0.8366099935128825,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.01R,$+811.97,WIN,77.7,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.03
18,1,1,XAU_USD,bullish,7/7,2024-01-04 22:00:00,2041.53556,2007.010045983409,2062.250868409955,2082.9661768199094,2110.586588033182,2127.849345041477,2162.374859058068,2024-01-15 22:00:00,2043.5720908409955,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.06R,$+47.19,WIN,3452.6,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.23
19,1,1,GBP_CHF,bullish,7/7,2024-01-08 22:00:00,1.08355636,1.0597434739779945,1.0978440916132033,1.1121318232264066,1.131182132044011,1.1430885750550137,1.1669014610770192,2024-02-14 22:00:00,1.108448019183326,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.05R,$+836.24,WIN,238.1,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.34
20,1,1,AUD_CAD,bullish,5/7,2024-01-08 22:00:00,0.89488452,0.8883581131901167,0.8988003640859299,0.9027162081718598,0.9079373336197665,0.911200537024708,0.9177269438345914,2024-01-15 22:00:00,0.8880081131901167,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,65.3,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.23
21,1,1,NAS100_USD,bullish,3/7,2024-01-08 22:00:00,16706.1816,16444.81231594867,16863.0031704308,17019.824740861593,17228.920168102657,17359.604810128323,17620.974094179648,2024-01-15 22:00:00,16721.513757043078,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.06R,$+46.93,WIN,2613.7,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,3.06
22,1,1,GBP_USD,bullish,7/7,2024-01-09 22:00:00,1.26894342,1.2571533936920232,1.2760174357847862,1.2830914515695724,1.2925234726159538,1.2984184857699423,1.310208512077919,2024-01-15 22:00:00,1.2693008215784787,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.03R,$+24.25,WIN,117.9,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.68
23,1,1,BTC_USD,bullish,5/7,2024-01-09 22:00:00,44525.6316,39872.14704561295,47317.722332632235,50109.81306526447,53832.60070877411,56159.34298596764,60812.82754035469,2024-01-11 22:00:00,44801.34067326322,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.06R,$+47.40,WIN,4653.5,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.17
24,1,1,EUR_CAD,bullish,7/7,2024-01-11 22:00:00,1.4655333,1.4513101857131858,1.4740671685720883,1.482601037144177,1.4939795285736281,1.5010910857170352,1.5153142000038493,2024-01-29 22:00:00,1.4509601857131857,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,142.2,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.56
25,1,1,BTC_USD,bullish,6/7,2024-01-11 22:00:00,44525.6316,41797.02545094762,46162.79528943143,47799.95897886286,49982.84389810476,51347.146972630944,54075.75312168333,2024-01-14 22:00:00,41793.52545094762,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,2728.6,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.29
26,1,1,GBP_USD,bullish,7/7,2024-01-15 22:00:00,1.26894342,1.257418754351813,1.2758582193889123,1.2827730187778246,1.2919927512963743,1.297755084120468,1.3092797497686548,2024-01-24 22:00:00,1.2692848999388913,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.03R,$+23.70,WIN,115.2,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.69
27,1,1,EUR_CAD,bullish,6/7,2024-01-15 22:00:00,1.46368,1.4523723540077977,1.4704645875953215,1.477249175190643,1.4862952919844048,1.491949114980506,1.5032567609727083,2024-01-18 22:00:00,1.4640084587595323,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.03R,$+23.24,WIN,113.1,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.71
28,1,1,EUR_NZD,bullish,6/7,2024-01-15 22:00:00,1.77278202,1.732504690187449,1.7969484178875306,1.8211148157750612,1.8533366796251018,1.8734753445313772,1.9137526743439284,2024-05-16 21:00:00,1.774848659788753,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.05R,$+41.05,WIN,402.8,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.20
29,1,1,AUD_CAD,bullish,11/7,2024-01-15 22:00:00,0.89416,0.8886001699819367,0.897495898010838,0.9008317960216758,0.9052796600361265,0.9080595750451581,0.9136194050632214,2024-01-16 22:00:00,0.8882501699819367,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,55.6,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.44
30,1,1,XAU_USD,bullish,4/7,2024-01-15 22:00:00,2041.53556,2006.6335806222994,2062.4767476266206,2083.417935253241,2111.3395187554015,2128.790508444252,2163.6924878219525,2024-01-16 22:00:00,2006.5985806222993,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,3490.2,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.23
31,1,1,NAS100_USD,bullish,6/7,2024-01-15 22:00:00,16694.0,16102.148790794803,17049.110725523118,17404.221451046236,17877.702418410394,18173.628023012992,18765.47923221819,2024-01-22 22:00:00,17321.01228175751,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.06R,$+847.53,WIN,5918.5,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.35
32,1,1,EUR_NZD,bullish,6/7,2024-01-16 22:00:00,1.77278202,1.7324703196004025,1.7969690402397585,1.821156060479517,1.8534054207991948,1.8735612709989935,1.913872971398591,2024-05-16 21:00:00,1.7748507220239758,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.05R,$+41.05,WIN,403.1,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.20
33,1,1,CAD_CHF,bullish,9/7,2024-01-16 22:00:00,0.6371772,0.633221872033254,0.6395503967800477,0.6419235935600952,0.645087855933492,0.6470655199168651,0.651020847883611,2024-01-22 22:00:00,0.6451531653700004,NO,NO,NO,NO,NO,NO,TP4+Trail,+2.02R,$+1613.21,WIN,39.6,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,2.02
34,1,1,SPX500_USD,bullish,4/7,2024-01-16 22:00:00,4733.4834,4649.141569612822,4784.088498232307,4834.693596464614,4902.167060774355,4944.337975967945,5028.679806355121,2024-01-24 22:00:00,4866.815201163678,NO,NO,NO,NO,NO,NO,TP3+Trail,+1.58R,$+1264.68,WIN,843.4,0.0,NO,Entry price validated against OANDA candle; Exit price 4866.815201163678 outside candle range [4868.3-4901.0],9.49
35,1,1,EUR_CAD,bullish,4/7,2024-01-18 22:00:00,1.46338,1.4535814430317966,1.4692591341809218,1.475138268361844,1.4829771139364065,1.487876392420508,1.4976749493887116,2024-01-23 22:00:00,1.463617913418092,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.02R,$+19.42,WIN,98.0,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.82
36,1,1,AUD_CAD,bullish,9/7,2024-01-18 22:00:00,0.8880341599999999,0.8737508695557604,0.8966041342665436,0.9051741085330873,0.9166007408884789,0.9237423861105987,0.938025676554838,2024-02-07 22:00:00,0.8734008695557605,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,142.8,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.56
37,1,1,NZD_CAD,bullish,5/7,2024-01-18 22:00:00,0.82234402,0.8078304995556881,0.831052132266587,0.8397602445331742,0.8513710608886237,0.8586278211107796,0.8731413415550915,2024-03-18 21:00:00,0.8228648312266587,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.04R,$+28.71,WIN,145.1,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.55
38,1,1,CAD_CHF,bullish,9/7,2024-01-18 22:00:00,0.64616524,0.6336821991294489,0.6536550645223306,0.6611448890446613,0.6711313217411021,0.6773728421763776,0.6898558830469288,2024-03-21 21:00:00,0.6590472633227841,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.03R,$+825.57,WIN,124.8,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.64
39,1,1,AUD_CAD,bullish,10/7,2024-01-22 22:00:00,0.8880341599999999,0.8738286645874919,0.8965574572475047,0.9050807544950096,0.916445150825016,0.92354789853127,0.9377533939437781,2024-02-07 22:00:00,0.8734786645874919,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,142.1,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.56
40,1,1,CAD_CHF,bullish,10/7,2024-01-22 22:00:00,0.64616524,0.633799151290188,0.6535848932258871,0.6610045464517743,0.6708974174196238,0.6770804617745299,0.6894465504843417,2024-03-21 21:00:00,0.6589232940324006,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.03R,$+825.36,WIN,123.7,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.65
41,1,1,EUR_CAD,bullish,4/7,2024-01-23 22:00:00,1.4621724200000001,1.4534149871848054,1.467426879689117,1.4726813393782339,1.4796872856303895,1.484066002037987,1.4928234348531815,2024-01-25 22:00:00,1.4711052987841067,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.02R,$+816.03,WIN,87.6,0.0,NO,Entry price validated against OANDA candle; Exit price 1.4711052987841067 outside candle range [1.45711-1.46304],0.91
42,1,1,AUD_CHF,bullish,6/7,2024-01-23 22:00:00,0.56877716,0.5621882053750706,0.5727305327749577,0.5766839055499152,0.5819550692498587,0.5852495465623234,0.5918385011872528,2024-01-31 22:00:00,0.5618382053750707,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,65.9,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.21
43,1,1,AUD_CAD,bullish,6/7,2024-01-23 22:00:00,0.88942,0.8786279812004394,0.8958952112797364,0.9023704225594728,0.9110040375991212,0.9164000469989015,0.927192065798462,2024-01-31 22:00:00,0.8782779812004394,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,107.9,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.74
44,1,1,CAD_JPY,bullish,6/7,2024-01-23 22:00:00,109.083,107.42696816464058,110.07661910121564,111.0702382024313,112.39506367071883,113.22307958839853,114.87911142375795,2024-01-31 22:00:00,109.14736191012156,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.04R,$+31.09,WIN,165.6,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
45,1,1,GBP_USD,bullish,6/7,2024-01-24 22:00:00,1.27066,1.2560960570821522,1.2793983657507084,1.2881367315014172,1.2997878858356953,1.307069857294619,1.3216338002124668,2024-02-04 22:00:00,1.2557460570821521,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,145.6,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.55
46,1,1,EUR_CAD,bullish,4/7,2024-01-25 22:00:00,1.4621724200000001,1.4536177685295255,1.4673052108822848,1.4724380017645697,1.4792817229409494,1.4835590486761867,1.4921137001466613,2024-01-28 22:00:00,1.4532677685295254,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,85.5,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.94
47,1,1,CHF_JPY,bullish,6/7,2024-01-25 22:00:00,170.767906,169.21121937094549,171.70191797743271,172.63592995486545,173.88127925810906,174.65962257263632,176.21630920169085,2024-01-29 22:00:00,170.8263071977433,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.04R,$+30.01,WIN,155.7,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
48,1,1,USD_CAD,bullish,7/7,2024-01-29 22:00:00,1.34072178,1.3313355698586433,1.346353506084814,1.351985232169628,1.3594942002827133,1.3641873053533917,1.3735735154947482,2024-02-01 22:00:00,1.3409349526084813,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.02R,$+18.17,WIN,93.9,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.14
49,1,1,EUR_JPY,bullish,5/7,2024-01-29 22:00:00,159.253144,157.25922911168058,160.44949293299163,161.64584186598327,163.2409737766388,164.23793122079852,166.23184610911792,2024-02-15 22:00:00,161.33169378161855,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.04R,$+833.96,WIN,199.4,0.0,NO,Entry price validated against OANDA candle; Exit price 161.33169378161855 outside candle range [161.443-161.955],0.01
50,1,1,CHF_JPY,bullish,7/7,2024-01-29 22:00:00,170.767906,169.43261798730651,171.5690788076161,172.3702516152322,173.438482025387,174.10612603173377,175.44141404442723,2024-02-06 22:00:00,169.39761798730652,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,133.5,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
51,1,1,XAU_USD,bullish,6/7,2024-01-29 22:00:00,2041.53556,2007.0752242110675,2062.2117614733597,2082.887962946719,2110.456231577865,2127.6863994723312,2162.146735261264,2024-02-01 22:00:00,2043.568180147336,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.06R,$+47.19,WIN,3446.0,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.23
52,1,1,CHF_JPY,bullish,7/7,2024-01-30 22:00:00,170.6,169.67334974397195,171.1559901536168,171.71198030723363,172.45330051205607,172.9166256400701,173.84327589609813,2024-01-31 22:00:00,169.63834974397196,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,92.7,0.0,NO,Entry price validated against OANDA candle; Exit price 169.63834974397196 outside candle range [169.664-170.766],0.01
53,1,1,EUR_USD,bullish,6/7,2024-01-31 22:00:00,1.0872,1.0689279079728689,1.0981632552162786,1.1091265104325572,1.1237441840542621,1.1328802300678276,1.1511523220949589,2024-04-11 21:00:00,1.0685779079728688,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,182.7,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.44
54,1,1,GBP_JPY,bullish,5/7,2024-01-31 22:00:00,185.367614,182.82554248552546,186.89285690868473,188.41809981736947,190.4517570289491,191.72279278618635,194.26486430066092,2024-02-11 22:00:00,188.027209805343,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.05R,$+836.99,WIN,254.2,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
55,1,1,CAD_JPY,bullish,6/7,2024-01-31 22:00:00,108.83117,107.43952357053193,109.66615785768084,110.50114571536169,111.61446285893614,112.31028607367017,113.70193250313824,2024-02-19 22:00:00,111.0019295907069,NO,NO,NO,NO,NO,NO,TP3+Trail,+1.56R,$+1247.88,WIN,139.2,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
56,1,1,CHF_JPY,bullish,6/7,2024-01-31 22:00:00,170.681,169.6798961908311,171.28166228550137,171.8823245710027,172.68320761833783,173.1837595229223,174.1848633320912,2024-02-04 22:00:00,170.70606622855016,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.03R,$+20.03,WIN,100.1,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
57,1,1,EUR_USD,bullish,8/7,2024-02-01 22:00:00,1.08825738,1.0687555574033782,1.099958473557973,1.111659567115946,1.1272610251932433,1.1370119364915543,1.1565137590881758,2024-04-11 21:00:00,1.0684055574033782,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,195.0,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.41
58,1,1,USD_CAD,bullish,5/7,2024-02-01 22:00:00,1.34072178,1.3312336067709327,1.3464146839374402,1.3521075878748807,1.3596981264581345,1.364442213072668,1.3739303863017354,2024-02-05 22:00:00,1.3504292436228111,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.02R,$+818.49,WIN,94.9,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.13
59,1,1,XAU_USD,bullish,5/7,2024-02-01 22:00:00,2041.53556,2000.4549615859019,2066.183919048459,2090.832278096918,2123.696756828196,2144.2370560352456,2185.3176544493435,2024-02-12 22:00:00,2000.4199615859018,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,4108.1,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.19
60,1,1,XAG_USD,bullish,4/7,2024-02-01 22:00:00,22.505604,21.836306766124366,22.907182340325384,23.308760680650764,23.844198467751273,24.17884708468909,24.848144318564728,2024-02-12 22:00:00,22.54226183403254,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.05R,$+43.82,WIN,669.3,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.24
61,1,1,EUR_GBP,bullish,8/7,2024-02-05 22:00:00,0.85366,0.850702974320296,0.8554342154078224,0.8572084308156448,0.859574051359408,0.86105256419926,0.864009589878964,2024-02-12 22:00:00,0.850352974320296,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,29.6,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,2.71
62,1,1,GBP_AUD,bullish,7/7,2024-02-05 22:00:00,1.9261709999999999,1.9123225089471254,1.9344800946317244,1.9427891892634492,1.9538679821057487,1.960792227632186,1.9746407186850603,2024-02-08 22:00:00,1.9405004005160467,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.03R,$+827.78,WIN,138.5,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.58
63,1,1,NZD_CHF,bullish,6/7,2024-02-05 22:00:00,0.52685988,0.5229713418933642,0.5291930028639814,0.5315261257279628,0.5346369562132713,0.5365812252665891,0.5404697633732249,2024-02-11 22:00:00,0.534695252714468,NO,NO,NO,NO,NO,NO,TP4+Trail,+2.01R,$+1611.99,WIN,38.9,0.0,NO,Entry price validated against OANDA candle; Exit price 0.534695252714468 outside candle range [0.53492-0.53812],2.06
64,1,1,USD_CAD,bullish,5/7,2024-02-06 22:00:00,1.34622,1.333761051880018,1.353695368871989,1.3611707377439783,1.3711378962399638,1.3773673702999547,1.3898263184199369,2024-02-15 22:00:00,1.3466175368871989,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.03R,$+25.53,WIN,124.6,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.86
65,1,1,EUR_GBP,bullish,8/7,2024-02-06 22:00:00,0.85316,0.8507391904402748,0.8546124857358351,0.8560649714716703,0.8580016191194505,0.8592120238993131,0.8616328334590384,2024-02-11 22:00:00,0.8529552485735835,NO,NO,NO,NO,NO,NO,TP1+Trail,-1.00R,$-800.00,LOSS,24.2,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,3.30
66,1,1,GBP_CHF,bullish,6/7,2024-02-06 22:00:00,1.09645252,1.0879874068878483,1.1015315878672909,1.1066106557345818,1.113382746224303,1.1176153027803788,1.1260804158925306,2024-02-12 22:00:00,1.1050755398988807,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.02R,$+814.92,WIN,84.7,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.95
67,1,1,AUD_CHF,bullish,9/7,2024-02-06 22:00:00,0.56877716,0.5643183733242788,0.5714524320054327,0.5741277040108654,0.5776947333514424,0.5799241266893029,0.5843829133650242,2024-02-13 22:00:00,0.5731534738762645,NO,NO,NO,NO,NO,NO,TP2+Trail,+0.98R,$+785.20,WIN,44.6,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.79
68,1,1,NZD_CHF,bullish,8/7,2024-02-06 22:00:00,0.53230742,0.5242178257813237,0.5371611765312058,0.5420149330624116,0.5484866084373525,0.5525314055466907,0.560620999765367,2024-02-27 22:00:00,0.5405323898717969,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.02R,$+813.39,WIN,80.9,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.99
